Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
toto;1;S32.75;S92.53;S-1.98;S-91.65;S73.46;S-2.49;S-3.08;S8.3;S19.82;S13.32;S-30.37;S52.09;S-15.98;S32.4;S-71.96;S21.41;S-102.37;S-64.08;S34.75;S33.27;S-26.07;S-18.95;S1.63;S-1.71;S-1.27;S-22.14;S23.34;S25.27;S-11.65
toto;1;S33.01;S92.88;S-1.89;S-91.38;S73.46;S-2.49;S-2.79;S8.3;S19.74;S13.32;S-30.11;S51.56;S-15.98;S5.76;S-69.58;S25.54;S-118.9;S-65.54;S32.11;S33.01;S-26.33;S-18.77;S1.89;S-1.54;S-1.19;S-23.31;S23.43;S24.66;S-11.38
toto;2.0;S33.27;S93.23;S-1.89;S-91.03;S73.46;S-2.79;S-3.37;S8.3;S19.82;S13.32;S-29.85;S51.03;S-15.98;S-46.37;S-82.24;S-12.53;S-73.27;S-44.13;S-24.49;S32.84;S-26.59;S-18.59;S2.07;S-1.54;S-1.27;S-24.19;S23.43;S24.04;S-11.03
toto;1;S33.19;S93.58;S-1.89;S-90.77;S73.46;S-2.79;S-3.08;S8.3;S19.91;S13.41;S-29.58;S50.51;S-15.98;S-59.38;S-100.79;S-21.05;S-55.34;S-25.95;S-50.29;S32.66;S-26.95;S-18.51;S2.33;S-1.54;S-1.19;S-25.07;S23.52;S23.43;S-10.68
toto;1;S33.36;S94.11;S-1.89;S-90.42;S73.46;S-2.49;S-3.08;S8.3;S19.91;S13.41;S-29.32;S49.89;S-15.98;S-46.02;S-94.55;S-18.24;S-66.24;S-112.17;S-15.98;S32.66;S-27.3;S-18.33;S2.59;S-1.54;S-1.27;S-25.95;S23.43;S22.64;S-10.15
toto;1;S33.45;S94.46;S-1.89;S-90.15;S73.46;S-2.49;S-3.08;S8.3;S20.0;S13.58;S-29.05;S49.36;S-15.98;S-46.29;S-91.91;S-11.56;S-49.71;S-107.48;S-59.38;S32.66;S-27.74;S-18.24;S2.77;S-1.63;S-1.27;S-26.54;S23.43;S22.11;S-9.8
toto;3.0;S33.89;S94.81;S-1.8;S-89.71;S73.46;S-2.49;S-3.08;S8.3;S19.91;S13.67;S-28.79;S48.75;S-16.28;S-39.34;S-72.57;S-11.21;S-114.77;S-72.87;S15.1;S32.66;S-28.0;S-18.15;S3.03;S-1.54;S-1.27;S-27.42;S23.52;S21.49;S-9.19
toto;1;S34.07;S95.25;S-1.8;S-89.36;S73.46;S-2.49;S-3.08;S8.3;S19.82;S13.58;S-28.53;S48.13;S-15.98;S5.93;S-57.27;S-3.12;S-116.18;S-68.18;S-39.74;S32.66;S-28.18;S-18.15;S3.21;S-1.63;S-1.27;S-27.71;S23.52;S21.05;S-8.66
toto;1;S34.42;S95.69;S-1.8;S-88.92;S73.46;S-2.49;S-3.08;S8.3;S19.65;S13.67;S-28.44;S47.52;S-16.28;S26.33;S-50.15;S-11.21;S-89.45;S-36.8;S-61.14;S32.66;S-28.26;S-18.33;S3.21;S-1.71;S-1.27;S-28.3;S23.69;S20.62;S-8.31
fin caresse;1;S34.59;S96.31;S-1.98;S-89.63;S74.93;S-1.03;S-3.08;S8.3;S19.38;S13.85;S-28.44;S46.64;S-16.28;S33.36;S-66.68;S9.63;S-90.68;S-63.2;S2.79;S32.75;S-27.38;S-18.59;S3.21;S-1.89;S-1.36;S-29.18;S23.78;S20.97;S-9.1
toto;1;S34.33;S96.66;S-1.89;S-90.15;S75.81;S-0.44;S7.48;S11.82;S19.47;S13.49;S-28.09;S46.02;S-16.28;S33.36;S-65.63;S9.71;S-91.03;S-62.9;S3.67;S33.01;S-27.47;S-18.51;S3.21;S-2.42;S-1.36;S-29.77;S23.96;S21.23;S-9.63
toto;1;S34.07;S96.92;S-1.89;S-90.42;S75.81;S-0.44;S-0.15;S13.87;S19.47;S13.49;S-27.91;S45.58;S-15.98;S33.19;S-65.1;S9.71;S-91.03;S-62.61;S3.96;S33.1;S-27.65;S-18.51;S3.12;S-2.51;S-1.27;S-29.77;S24.04;S21.23;S-10.07
