Name;Duration;r_hip_z;r_hip_x;r_hip_y;r_knee_y;r_ankle_y;r_ankle_x;l_shoulder_y;l_shoulder_x;l_elbow_x;head_z;head_y;l_hip_z;l_hip_x;l_hip_y;l_knee_y;l_ankle_y;l_ankle_x;r_shoulder_y;r_shoulder_x;r_elbow_x
k assis;1;S-0.15;S4.25;S-58.8;S137.98;S-79.62;S3.37;S92.52;S-65.84;S-28.59;S-0.44;S10.7;S-1.91;S1.32;S-54.11;S134.75;S-82.55;S-0.73;S91.94;S70.82;S21.26
