Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
toto;1;L-99.21;L46.02;L25.45;L-64.75;L72.29;L31.52;L-0.73;L-10.47;L20.26;L3.47;L6.73;P;S65.63;L-87.08;L-45.23;L-8.04;L-86.9;L-75.22;L-67.01;L13.67;L4.62;L-18.68;L6.11;L6.11;P;S63.52;L-0.66;L41.45;L-1.54
toto;1;L-102.99;L14.11;L25.89;L-67.47;L72.29;L31.52;L-0.73;L-10.47;L20.44;L3.56;L7.25;P;S65.63;L-93.76;L-17.89;L-4.79;L-87.16;L-75.22;L-67.01;L13.32;L4.18;L-18.42;L6.29;L6.46;P;S63.52;L-1.01;L41.01;L-1.63
k 5;3;S-90.24;S12.35;S-0.13;S-90.86;S6.01;S8.36;S17.16;S-7.24;S22.73;S-4.44;S14.73;P;S65.63;S-84.18;S-17.36;S4.0;S-86.11;S-10.41;S-7.77;S17.36;S-2.07;S-22.11;S15.52;S14.81;P;S63.52;S2.68;S44.88;S-3.21
toto;1;L-96.04;L9.63;L6.64;L-54.81;L108.06;L29.18;L-0.73;L-10.47;L20.26;L3.38;L8.48;P;S65.63;L-93.85;L-9.45;L-3.38;L-54.37;L-75.22;L-41.79;L12.44;L3.12;L-18.68;L6.73;L7.43;P;S63.52;L-1.27;L39.96;L-1.19
toto;1;L-86.46;L13.67;L2.68;L0.66;L106.89;L29.18;L-0.73;L-10.47;L20.26;L3.47;L8.92;P;S65.63;L-78.55;L-19.03;L4.35;L0.84;L-76.98;L-44.13;L12.79;L3.56;L-19.12;L6.81;L7.78;P;S63.52;L-0.84;L39.87;L-1.1
toto;1;L-45.05;L35.74;L-37.58;L0.48;L109.24;L30.35;L-0.73;L-10.47;L20.26;L3.47;L9.36;P;S65.63;L-51.82;L-35.21;L32.48;L0.48;L-76.98;L-44.43;L13.23;L3.21;L-19.47;L6.81;L8.13;P;S63.52;L-1.19;L40.22;L-1.01
toto;1;L-38.99;L55.96;L-50.95;L0.57;L109.24;L30.35;L-1.03;L-10.47;L20.35;L3.65;L9.54;P;S65.63;L-44.35;L-52.09;L40.48;L0.57;L-76.98;L-45.31;L13.76;L2.95;L-19.91;L6.73;L8.4;P;S63.52;L-1.1;L40.57;L-0.66
toto;1;L-41.36;L69.67;L-50.68;L0.57;L108.94;L30.06;L-0.73;L-10.47;L20.26;L3.82;L9.54;P;S65.63;L-44.53;L-68.88;L39.69;L0.66;L-76.39;L-43.84;L14.2;L3.21;L-20.26;L6.64;L8.4;P;S63.52;L-0.66;L40.92;L-0.4
toto;1;L-41.98;L81.1;L-42.33;L0.57;L108.36;L29.77;L-0.73;L-10.47;L20.18;L3.91;L9.54;P;S65.63;L-43.65;L-83.3;L35.65;L0.66;L-75.81;L-42.08;L14.46;L3.56;L-20.35;L6.73;L8.4;P;S63.52;L-0.66;L41.19;L-0.22
toto;1;L-43.21;L94.29;L-37.76;L0.57;L108.65;L29.47;L-0.15;L-10.47;L20.18;L4.0;L9.89;P;S65.63;L-44.7;L-100.7;L23.16;L0.75;L-77.27;L-41.2;L14.81;L3.21;L-20.35;L6.99;L8.66;P;S63.52;L-0.57;L41.36;L0.04
