Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
assis base;5.0;S-31.16;S97.63;S-5.76;S-19.03;S73.17;S30.06;S8.36;S8.3;S14.81;S-4.97;S5.32;S123.82;S67.3;S-30.55;S-95.78;S-21.32;S-19.21;S-74.05;S-60.85;S14.73;S6.55;S-6.02;S9.36;S4.97;S123.21;S64.31;S-0.22;S44.0;S0.13
assis base;5.0;S-31.16;S97.63;S-5.76;S-19.03;S73.17;S30.06;S8.36;S8.3;S14.81;S-4.97;S5.32;S123.82;S67.3;S-30.55;S-95.78;S-21.32;S-19.21;S-74.05;S-60.85;S14.73;S6.55;S-6.02;S9.36;S4.97;S123.21;S64.31;S-0.22;S44.0;S0.13
toto;3.0;S-16.04;S88.22;S-16.84;S-91.03;S90.76;S29.47;S0.15;S22.08;S15.69;S-4.7;S6.46;S124.26;S67.74;S-30.37;S-95.34;S-20.97;S-18.95;S-72.87;S-58.5;S15.52;S6.81;S-6.2;S8.66;S5.85;S123.38;S64.66;S-0.75;S44.35;S-0.22
toto;3.0;S-36.18;S75.65;S27.82;S-48.75;S23.02;S60.56;S6.01;S22.38;S10.07;S13.23;S-85.05;S124.09;S64.84;S-34.07;S-43.65;S-8.75;S-113.89;S-48.24;S11.88;S-8.48;S-36.09;S1.19;S-4.79;S-86.73;S123.12;S64.4;S33.63;S13.14;S12.0
toto;3.0;S-34.86;S75.65;S27.91;S-53.67;S32.4;S65.25;S5.72;S22.38;S12.53;S12.97;S-86.11;S123.91;S65.63;S-40.31;S-33.8;S-6.37;S-109.58;S-48.83;S12.46;S-8.75;S-37.58;S1.1;S-5.14;S-87.08;S122.33;S64.92;S31.96;S17.36;S7.52
toto;3.0;S-70.9;S70.81;S46.29;S-32.22;S24.78;S64.08;S5.72;S22.67;S20.62;S18.86;S-79.34;S108.26;S65.19;S-56.66;S-59.38;S-12.97;S-82.68;S-49.12;S-74.93;S17.71;S18.33;S11.12;S0.92;S-78.9;S104.75;S64.92;S5.93;S-0.04;S-2.42
k dessus;3.0;S-69.93;S71.16;S48.13;S-29.49;S19.5;S64.08;S21.55;S18.56;S19.3;S17.71;S-76.62;S105.89;S64.48;S-87.69;S-78.46;S-43.65;S-0.4;S-48.24;S-79.33;S18.15;S19.82;S11.91;S0.66;S-76.7;S102.46;S63.78;S6.29;S-3.03;S-1.36
k dessus;1;S-45.23;S44.62;S39.16;S-39.43;S8.94;S63.78;S-3.37;S-12.82;S8.92;S-4.88;S-44.97;S104.66;S66.95;S-73.45;S-101.93;S-19.74;S-2.42;S-86.95;S-80.79;S-20.79;S13.58;S-4.88;S-4.09;S-38.99;S97.89;S64.66;S-5.85;S50.77;S7.52
k dessus 2;1;S-72.84;S46.9;S60.53;S-35.91;S17.16;S58.5;S-6.89;S-6.07;S6.9;S0.31;S-79.52;S96.75;S73.71;S-53.58;S-100.7;S-12.18;S-18.33;S-84.31;S-77.86;S-12.26;S19.12;S-2.42;S-7.96;S-55.16;S74.33;S66.51;S-1.54;S-0.66;S2.51
k bassin;1;S-25.54;S51.47;S60.26;S-53.41;S35.34;S63.78;S-0.73;S20.32;S-9.8;S-6.55;S-34.51;S53.76;S68.09;S-9.36;S-84.79;S-4.62;S-38.11;S-37.68;S-81.67;S-20.0;S12.79;S-20.62;S7.87;S-14.37;S21.14;S78.64;S-28.62;S-1.98;S-0.75
k vient;1;S-98.42;S70.64;S60.0;S-18.33;S35.63;S68.77;S-0.73;S22.38;S-3.38;S-10.15;S-47.08;S84.97;S66.95;S-59.3;S-72.57;S-4.35;S-61.85;S-50.0;S-58.21;S32.13;S1.89;S-12.7;S4.44;S-29.49;S65.71;S65.27;S-4.88;S17.27;S-13.67
k bassin;1;S-25.54;S51.47;S60.26;S-53.41;S35.34;S63.78;S-0.73;S20.32;S-9.8;S-6.55;S-34.51;S53.76;S68.09;S-9.36;S-84.79;S-4.62;S-38.11;S-37.68;S-81.67;S-20.0;S12.79;S-20.62;S7.87;S-14.37;S21.14;S78.64;S-28.62;S-1.98;S-0.75
toto;1;S-20.97;S70.2;S16.66;S-80.84;S86.07;S59.09;S-9.24;S23.84;S-13.49;S6.81;S-66.07;S59.03;S69.58;S-17.1;S-88.84;S1.36;S-76.97;S-85.48;S-66.13;S-10.95;S14.02;S-16.57;S5.67;S-74.59;S67.65;S69.76;S-21.85;S-2.51;S1.54
