Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
k assis sur genou;2;S-28.0;S97.69;S-6.11;S-17.1;S71.7;S31.23;S-8.65;S-11.06;S23.78;S2.77;S5.0;P;P;S-33.63;S-96.46;S3.12;S-6.11;S-75.81;S-67.3;S15.16;S4.88;S-18.95;S5.23;S5.0;P;P;S0.0;S43.0;S-1.1
k main haut;3;S-61.58;S88.04;S15.69;S-105.36;S70.82;S30.06;S-25.95;S-1.09;S21.05;S3.21;S6.55;P;P;S-34.86;S-97.27;S2.77;S-6.73;S-76.1;S-64.66;S15.08;S4.09;S-19.91;S6.2;S5.49;P;P;S-0.57;S43.38;S-1.36
k glisser ext;1;S-52.44;S83.56;S8.22;S-118.81;S114.22;S-5.13;S-25.95;S-0.79;S21.05;S3.47;S7.08;P;P;S-35.47;S-97.27;S2.77;S-7.08;S-76.39;S-64.08;S15.87;S3.74;S-20.53;S6.73;S5.76;P;P;S-0.75;S43.74;S-1.89
k glisser int;2;S-64.31;S91.56;S26.77;S-100.53;S108.94;S29.47;S-25.95;S-0.79;S21.05;S3.47;S7.52;P;P;S-35.65;S-97.27;S2.68;S-7.25;S-76.39;S-64.08;S15.6;S3.65;S-20.62;S6.9;S6.02;P;P;S-0.92;S44.0;S-1.19
k glisser ext;1.0;S-52.44;S83.56;S8.22;S-118.81;S114.22;S-5.13;S-25.95;S-0.79;S21.05;S3.47;S7.08;P;P;S-35.47;S-97.27;S2.77;S-7.08;S-76.39;S-64.08;S15.87;S3.74;S-20.53;S6.73;S5.76;P;P;S-0.75;S43.74;S-1.89
k main haut;1;S-61.58;S88.04;S15.69;S-105.36;S70.82;S30.06;S-25.95;S-1.09;S21.05;S3.21;S6.55;P;P;S-34.86;S-97.27;S2.77;S-6.73;S-76.1;S-64.66;S15.08;S4.09;S-19.91;S6.2;S5.49;P;P;S-0.57;S43.38;S-1.36
k assis sur genou;5;S-28.0;S97.69;S-6.11;S-17.1;S71.7;S31.23;S-8.65;S-11.06;S23.78;S2.77;S5.0;P;P;S-33.63;S-96.46;S3.12;S-6.11;S-75.81;S-67.3;S15.16;S4.88;S-18.95;S5.23;S5.0;P;P;S0.0;S43.0;S-1.1
