Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
assis sur genou;1.0;S-33.63;S96.46;S-3.12;S-6.11;S75.81;S67.3;S8.65;S-11.06;S18.95;S-5.23;S5.0;S119.78;S64.84;S-28.0;S-97.69;S6.11;S-17.1;S-71.7;S-31.23;S15.16;S-4.88;S-23.78;S-2.77;S5.0;S116.18;S64.75;S-0.0;S43.0;S1.1
toto;1.0;S-33.19;S72.4;S4.7;S-82.86;S0.0;S0.0;S-30.06;S17.68;S17.19;S-1.98;S-11.38;S123.65;S65.45;S-71.34;S-86.9;S3.74;S-64.04;S-0.44;S-0.73;S10.33;S-2.07;S-20.62;S-14.64;S-4.26;S122.24;S64.84;S3.82;S50.42;S0.13
toto;2.0;S-10.42;S70.02;S-21.67;S-100.18;S0.0;S0.0;S-11.58;S25.31;S-11.12;S1.89;S-90.86;S122.86;S65.63;S-60.53;S-74.77;S-14.2;S-51.12;S-33.28;S-63.49;S7.08;S-2.51;S-21.49;S-22.11;S-88.31;S122.51;S62.29;S-3.3;S19.3;S6.9
tempo;1;S-8.57;S70.37;S-22.46;S-100.0;S0.0;S0.0;S-28.59;S24.72;S-10.86;S4.79;S-90.51;S123.38;S64.66;S-69.49;S-74.77;S-22.55;S-28.88;S-49.71;S-64.96;S0.66;S-2.68;S-20.53;S-22.02;S-87.25;S123.03;S62.9;S-6.46;S5.93;S1.27
toto;1;S-88.66;S34.24;S49.45;S-56.48;S0.0;S0.0;S-26.83;S25.31;S-17.45;S4.62;S-90.68;S117.76;S64.66;S-78.64;S-81.71;S-32.57;S-15.87;S-6.01;S-65.84;S6.02;S4.62;S-19.74;S-21.49;S-94.73;S122.77;S62.99;S-18.77;S3.03;S6.99
toto;2.0;S-104.92;S50.15;S64.66;S-40.04;S0.0;S0.0;S-28.3;S25.01;S-13.85;S2.86;S-90.77;S119.34;S65.19;S-47.52;S-69.93;S4.26;S-100.62;S0.15;S-0.73;S15.78;S-1.71;S-16.57;S-21.85;S-93.85;S122.86;S62.73;S-4.26;S0.84;S1.89
k panthere;2.0;S-69.14;S20.79;S48.57;S-60.62;S0.0;S0.0;S-12.17;S25.31;S-1.27;S3.12;S-91.3;S122.33;S65.54;S-64.4;S-85.93;S-16.66;S-46.64;S-62.9;S-54.4;S-3.91;S22.81;S-20.7;S-20.97;S-91.3;S122.24;S64.92;S-22.29;S7.16;S8.48
toto;2.5;S-10.59;S64.22;S-1.36;S-70.81;S0.0;S0.0;S-13.93;S25.31;S9.8;S1.01;S-81.01;S90.51;S65.89;S-43.91;S-84.7;S-3.74;S-48.22;S-64.66;S-60.26;S-20.09;S2.07;S-8.92;S-10.51;S-85.32;S94.64;S63.34;S-9.36;S0.13;S9.63
toto;1;S-40.4;S70.29;S12.53;S-2.86;S0.0;S0.0;S-13.64;S25.31;S11.74;S-3.21;S-79.69;S100.7;S66.07;S-58.86;S-81.63;S-12.26;S-0.92;S-76.39;S-79.62;S-20.18;S-0.04;S-9.19;S-7.6;S-83.91;S103.78;S63.87;S-10.42;S-0.84;S6.55
